0.45604,-3.02750
0.49008,-6.01407
0.51091,-2.76617
0.60070,8.95682
0.62376,8.48546
1.12549,-10.50952
1.26593,-0.50304
1.33392,-5.70762
1.93380,-2.54868
2.05040,-2.44771
2.07305,-8.82411
2.50918,11.14581
2.57862,-5.24859
2.79019,-3.32139
3.44823,1.38359
3.61512,-7.78053
3.72714,-9.56957
3.73234,-3.02741
3.74516,8.82096
4.14184,8.24015
4.19032,10.24478
4.44874,1.68873
4.57186,11.20621
4.67445,-8.05300
4.85698,-8.82392
5.02110,6.29265
5.14942,8.19027
5.22746,10.97690
5.71578,-12.20944
6.12354,-2.21906
6.35087,1.93969
6.42463,7.69112
6.56873,3.82576
6.65589,-0.04953
7.08355,10.18985
7.13838,-11.23724
7.50982,-3.95733
7.53619,4.86011
7.74955,-10.08470
8.09909,6.95546
8.54498,10.29920
8.61321,-6.50391
8.88681,-0.50561
9.00772,-5.57072
9.37705,3.13535
9.51893,-0.50353
9.93170,-11.15078
10.17655,-4.35184
10.29948,9.35506
10.56068,-11.80487
10.71143,-9.92169
10.95870,-12.01181
11.04751,-10.60955
11.35052,-4.62916
11.75608,11.97385
11.84847,6.74096
12.07254,7.29993
12.09574,5.28061
12.17060,7.58508
12.47898,-0.22414
347.66509,-5.96027
347.80864,5.00432
347.93412,8.72012
348.27091,8.96345
348.36043,11.06500
348.58067,-6.04900
348.66739,-10.68871
348.89274,-3.49638
348.91778,1.30825
348.97289,-9.08774
349.21225,-7.72650
349.24642,-7.16078
349.41701,-11.71294
349.47590,-9.18251
349.74032,-9.61075
349.84991,-5.12435
350.06604,-3.91914
350.08576,5.38131
350.17036,-5.90798
350.33976,-4.67277
350.76904,12.31391
350.88311,0.29133
350.93883,-8.46011
351.06861,3.71551
351.68186,2.47837
351.73315,1.25561
351.81164,1.12261
351.99206,6.37899
352.02165,-11.44975
352.25277,-9.26610
352.36245,-1.79121
352.37632,-1.03590
352.38367,-4.53275
352.75476,-6.28808
352.88126,-4.08741
352.98986,-1.08589
353.05281,-11.54455
353.05291,7.08489
353.10788,-10.99876
353.36935,-4.40129
353.53757,-1.24757
353.60487,5.47055
353.86175,8.51971
353.86908,1.31314
353.88363,-7.46443
354.09702,2.10222
354.55167,-8.62755
354.97933,9.67729
354.98767,5.62629
355.28713,-11.68065
355.48621,7.25055
355.51169,1.78004
355.84316,10.33154
356.34078,10.17984
356.59799,3.48681
356.81630,-11.91113
356.98560,-2.76160
357.05053,8.24560
357.13533,-6.38043
357.20569,2.21441
357.36448,1.07613
357.52501,-11.10316
357.56138,-9.97414
357.83854,9.31335
357.91743,4.69790
357.97323,4.74536
357.99100,2.93038
358.15460,10.94732
358.21054,-8.99676
358.23152,-3.15548
358.26982,2.09063
358.69426,0.10931
358.76627,-9.46058
358.78247,7.07097
358.90713,8.22328
359.19718,4.72511
359.44254,11.47438
359.66824,-3.55598
359.82787,6.86332
359.91936,-5.89305
359.94925,11.27343

